adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_load,cartservice_load,checkoutservice_load,currencyservice_load,emailservice_load,frontend_load,frontend-external_load,paymentservice_load,productcatalogservice_load,recommendationservice_load,shippingservice_load,adservice_latency,cartservice_latency,checkoutservice_latency,currencyservice_latency,frontend_latency,paymentservice_latency,productcatalogservice_latency,recommendationservice_latency,shippingservice_latency,time.1
1.592836490234539,3.8142976740602705,1.7843410141830454,8.096189306601651,1.0108088166631892,18.231144576066136,6.598409809680163,0.3663494229160631,9.31254016624992,6.495557775080199,0.6143857434901984,1.4989320594890403,95.297536,53.202944,11.583488,40.7552,42.283008,17.801216,73.74848,39.456768,9.506816,46.98112,2.973696,9.424896,50.0,88.0,0.0,286.0,0.0,42.0,42.0,0.0,662.0,78.0,34.0,0.0047143583227445,0.0088581081081081,0.049,0.0048851796407185,0.2987704918032787,0.0046692307692307,0.0056479289940828,0.009991550695825,0.0046441717791411,1685206377
1.592836490234539,3.7365682858398106,1.7843410141830454,8.096189306601651,1.0108088166631892,18.231144576066136,6.471590072099861,0.3591940908734442,9.123887818538554,6.495557775080199,0.6143857434901984,1.4989320594890403,95.297536,53.202944,11.583488,40.7552,42.283008,17.801216,73.74848,39.456768,9.506816,46.98112,2.973696,9.424896,64.0,84.0,4.0,318.0,0.0,58.0,58.0,0.0,438.0,54.0,8.0,0.0047051401869158,0.0082088607594936,0.04885,0.0048627194492254,0.2987704918032783,0.0046692307692307,0.0053394528437725,0.0099047402005469,0.0046410022779043,1685206378
1.592836490234539,5.440351109910924,1.7843410141830454,8.096189306601651,1.0108088166631892,18.231144576066136,6.34477033451956,0.3520387588308253,11.76476811759605,6.510764347583356,0.6143857434901984,1.4989320594890403,95.297536,53.284864,11.583488,40.7552,42.283008,17.801216,73.74848,39.456768,9.29792,46.977024,2.973696,9.424896,44.0,104.0,4.0,210.0,4.0,42.0,42.0,2.0,592.0,82.0,36.0,0.0047051401869158,0.0082056962025316,0.04885,0.004862840087246,0.2482013574660633,0.0046685714285714,0.005341252699784,0.0099047402005469,0.004640909090909,1685206379
1.592836490234539,5.440351109910924,1.7843410141830454,8.096189306601651,1.0108088166631892,18.231144576066136,6.217950596939259,0.3448834267882065,11.76476811759605,6.510764347583356,0.6265899314919312,1.4989320594890407,95.297536,53.284864,11.583488,40.7552,42.283008,17.801216,73.74848,39.456768,9.29792,46.977024,2.973696,9.424896,58.0,124.0,8.0,376.0,8.0,52.0,52.0,8.0,720.0,86.0,38.0,0.0047051401869158,0.0082056962025316,0.04885,0.004862840087246,0.2482013574660633,0.0046685714285714,0.005341252699784,0.0099047402005469,0.004640909090909,1685206380
1.592836490234539,5.440351109910924,1.7228462652834862,8.096189306601651,0.9927766705183864,18.231144576066136,6.091130859358957,0.4261336249871046,11.76476811759605,6.510764347583356,0.6121716019634015,1.4989320594890407,95.297536,53.284864,11.845632,40.7552,42.283008,17.801216,73.74848,39.686144,9.29792,46.977024,2.973696,9.424896,70.0,108.0,0.0,352.0,0.0,48.0,48.0,0.0,590.0,78.0,24.0,0.0047051401869158,0.0082056962025316,0.04885,0.004862840087246,0.2482013574660633,0.0046685714285714,0.005341252699784,0.0099047402005469,0.004640909090909,1685206381
1.592836490234539,5.440351109910924,1.7228462652834862,8.096189306601651,0.9927766705183864,18.231144576066136,5.964311121778656,0.4261336249871046,11.76476811759605,6.510764347583356,0.6121716019634015,1.4989320594890407,95.297536,53.284864,11.845632,40.7552,42.283008,17.801216,73.74848,39.686144,9.29792,46.977024,2.973696,9.424896,54.0,84.0,2.0,356.0,4.0,44.0,44.0,4.0,514.0,68.0,30.0,0.0047072923272035,0.0088412162162162,0.0490340909090909,0.0048765771392879,0.2482013574660633,0.0046685714285714,0.005372771106615,0.0099483450351053,0.0046393203883495,1685206382
1.592836490234539,5.440351109910924,1.7228462652834862,8.096189306601651,0.9927766705183864,18.231144576066136,7.639374215371175,0.4461897558225033,11.76476811759605,6.510764347583356,0.6121716019634015,1.5533029891749348,95.297536,53.284864,11.845632,40.7552,42.283008,17.801216,73.74848,39.686144,9.29792,46.977024,2.973696,9.539584,59.821,100.0,2.0,249.284,0.0,60.0,60.0,0.0,671.333,78.0,34.0,0.0046984866123399,0.0082420645493333,0.0489361702127659,0.0048565833914506,0.2482013574660633,0.0046685714285714,0.0049999734491848,0.0098745335820895,0.0046367351432529,1685206383
1.592836490234539,5.440351109910924,1.7228462652834862,8.096189306601651,0.9927766705183864,18.231144576066136,7.639374215371175,0.4461897558225033,11.76476811759605,6.510764347583356,0.6121716019634015,1.5533029891749348,95.297536,53.284864,11.845632,40.7552,42.283008,17.801216,73.74848,39.686144,9.29792,46.977024,2.973696,9.539584,56.0,114.0,4.0,268.0,4.0,50.0,50.0,4.0,608.0,78.0,26.0,0.0046984866123399,0.0082784810126582,0.0489361702127659,0.0048556993928285,0.2471853546910755,0.0046712871287128,0.0049995277449822,0.0098745335820895,0.0046370709382151,1685206384
1.5382994434948247,5.440351109910924,1.7228462652834862,8.096189306601651,0.9927766705183864,17.85479576659702,7.639374215371175,0.4461897558225033,11.76476811759605,6.510764347583356,0.6121716019634015,1.5533029891749348,95.297536,53.284864,11.845632,40.7552,42.283008,17.801216,73.74848,39.686144,9.29792,46.977024,2.973696,9.539584,78.0,104.0,0.0,316.0,0.0,60.0,60.0,0.0,528.0,78.0,14.0,0.0046984866123399,0.0082784810126582,0.0489361702127659,0.0048556993928285,0.2471853546910755,0.0046712871287128,0.0049995277449822,0.0098745335820895,0.0046370709382151,1685206385
1.5382994434948247,5.52451671671439,1.7228462652834862,8.105632649497174,0.9927766705183864,17.85479576659702,7.639374215371175,0.4461897558225033,11.76476811759605,6.51355251803688,0.6121716019634015,1.5533029891749348,95.297536,53.284864,11.845632,39.268352,42.283008,17.801216,73.74848,39.686144,9.29792,46.977024,2.973696,9.539584,50.0,92.0,4.0,248.0,2.0,46.0,46.0,2.0,442.0,62.0,22.0,0.0046984866123399,0.0082784810126582,0.0489361702127659,0.0048556993928285,0.2471853546910755,0.0046712871287128,0.0049995277449822,0.0098745335820895,0.0046370709382151,1685206386
1.5382994434948247,5.52451671671439,1.7373949771820725,8.105632649497174,0.9927766705183864,18.314360316593586,7.639374215371175,0.4461897558225033,11.76476811759605,6.51355251803688,0.6121716019634015,1.5533029891749348,95.297536,53.284864,11.845632,39.268352,42.283008,17.567744,73.74848,39.686144,9.29792,46.977024,2.973696,9.539584,86.0,142.0,8.0,394.0,8.0,64.0,64.0,8.0,668.0,104.0,36.0,0.0047056796426292,0.0089087591240875,0.0490697674418604,0.0048720982702431,0.2471853546910755,0.0046712871287128,0.0049990662139219,0.0098957468879668,0.0046351648351648,1685206387
1.5382994434948247,5.52451671671439,1.7373949771820725,8.105632649497174,0.9927766705183864,18.314360316593586,7.639374215371175,0.4461897558225033,11.610515233482866,6.51355251803688,0.6121716019634014,1.6111016227727677,95.297536,53.284864,11.845632,39.268352,42.283008,17.567744,73.74848,39.686144,9.29792,46.977024,2.973696,9.539584,74.0,96.0,4.0,374.0,0.0,60.0,60.0,0.0,550.0,62.0,22.0,0.004696335078534,0.0081938775510204,0.0494565217391304,0.0048507772020725,0.2471853546910755,0.0046712871287128,0.0049783762531944,0.0098174077578051,0.0046331034482758,1685206388
1.5382994434948247,5.52451671671439,1.7373949771820725,6.972086766152969,0.9927766705183864,18.314360316593586,7.620283019003803,0.4461897558225033,11.610515233482866,6.51355251803688,0.6121716019634014,1.6111016227727677,95.297536,53.284864,11.845632,39.268352,42.283008,17.567744,73.74848,39.686144,9.29792,46.977024,2.973696,9.539584,52.0,110.0,4.0,232.0,4.0,50.0,50.0,4.0,640.0,88.0,34.0,0.004696335078534,0.008227907443642,0.0494565217391304,0.0048506043505504,0.2463487629688747,0.0046712871287128,0.0049782292815967,0.0098174077578051,0.0046331037117498,1685206389
1.5717287015046606,5.52451671671439,1.7373949771820725,7.110890927694016,0.9927766705183864,18.314360316593586,7.620283019003803,0.4461897558225033,11.610515233482866,6.551721349471236,0.6121716019634014,1.6111016227727677,95.297536,53.284864,11.845632,39.268352,42.283008,17.567744,73.74848,39.686144,9.29792,46.977024,2.973696,9.539584,54.0,84.0,4.0,290.0,2.0,50.0,50.0,2.0,586.0,78.0,24.0,0.004696335078534,0.0082278911564625,0.0494565217391304,0.0048506040731791,0.2463487629688747,0.0046712871287128,0.0049782275496168,0.0098174077578051,0.0046331034482758,1685206390
1.5717287015046606,5.52451671671439,1.7373949771820725,8.32824969246285,0.8071293099861879,18.314360316593586,7.620283019003803,0.4461897558225033,11.610515233482866,6.551721349471236,0.6265199784734077,1.6111016227727677,95.297536,53.284864,11.845632,39.268352,42.283008,17.567744,73.74848,39.686144,9.29792,46.977024,2.973696,9.539584,66.193,104.314,0.0,336.978,0.0,62.0,62.374,0.0,625.702,82.229,20.041,0.004696335078534,0.0082278911564625,0.0494565217391304,0.0048506040731791,0.2463487629688747,0.0046712871287128,0.0049782275496168,0.0098174077578051,0.0046331034482758,1685206391
1.5717287015046606,5.52451671671439,1.7373949771820725,8.32824969246285,0.9687634561264926,18.314360316593586,7.620283019003803,0.4461897558225033,11.610515233482866,6.551721349471236,0.6265199784734077,1.6111016227727677,95.297536,53.284864,11.845632,39.268352,42.283008,17.567744,73.74848,39.686144,9.29792,46.977024,2.973696,9.539584,64.0,104.0,4.0,376.0,4.0,68.0,64.0,6.0,620.0,74.0,38.0,0.0046589049716803,0.0076455223880597,0.0495930232558139,0.004843102799046,0.2463487629688747,0.0046712871287128,0.0049617709065354,0.0097517766497461,0.0046354243542435,1685206392
1.5717287015046606,5.52451671671439,1.7373949771820725,8.32824969246285,0.9687634561264926,18.314360316593586,7.620283019003803,0.4261135498491827,11.994135937010723,6.551721349471236,0.6265199784734077,1.6111016227727677,95.297536,53.284864,11.845632,39.268352,42.283008,17.567744,73.74848,39.563264,9.347072,46.977024,2.973696,9.539584,50.0,96.0,6.0,346.0,4.0,58.0,58.0,4.0,490.0,58.0,30.0,0.0046557659208261,0.0068978873239436,0.0494148936170212,0.0048196416420957,0.2463487629688747,0.0046712871287128,0.0049521083172147,0.0097060414788097,0.0046327272727272,1685206393
1.5717287015046604,5.97823955855034,1.7130303733770498,8.32824969246285,1.000762429530201,18.314360316593586,7.620283019003803,0.4261135498491827,11.994135937010723,6.551721349471236,0.6265199784734077,1.6111016227727677,95.297536,53.284864,11.59168,39.268352,42.283008,17.567744,73.74848,39.563264,9.347072,46.977024,2.973696,9.539584,68.0,88.0,0.0,278.0,0.0,50.0,50.0,0.0,522.0,64.0,12.0,0.0046557659208261,0.006919014084507,0.0494148936170212,0.0048196665532494,0.2413304887509697,0.0046363636363636,0.0049520629190304,0.0097060414788097,0.00463295194508,1685206394
1.5717287015046604,5.97823955855034,1.7130303733770498,8.32824969246285,1.000762429530201,18.314360316593586,7.620283019003803,0.4513951971052186,11.994135937010723,6.551721349471236,0.6265199784734077,1.6111016227727677,95.297536,53.284864,11.59168,39.268352,42.283008,17.567744,73.74848,39.563264,9.347072,46.977024,2.973696,9.539584,56.0,116.0,0.0,272.0,0.0,60.0,60.0,0.0,594.0,58.0,18.0,0.0046557659208261,0.006919014084507,0.0494148936170212,0.0048196665532494,0.2413304887509697,0.0046363636363636,0.0049520629190304,0.0097060414788097,0.00463295194508,1685206395
1.5717287015046604,6.399046305522335,1.7130303733770498,8.32824969246285,1.000762429530201,18.314360316593586,7.620283019003803,0.4513951971052186,11.994135937010723,6.551721349471236,0.5471697322486422,1.565726910869418,95.297536,53.284864,11.59168,39.268352,42.283008,17.567744,73.74848,39.563264,9.347072,46.977024,2.973696,9.449472,100.0,172.0,0.0,478.0,2.0,82.0,82.0,6.0,852.0,90.0,50.0,0.0046557659208261,0.006919014084507,0.0494148936170212,0.0048196665532494,0.2413304887509697,0.0046363636363636,0.0049520629190304,0.0097060414788097,0.00463295194508,1685206396
1.5717287015046604,6.399046305522335,1.7130303733770498,8.314200432474724,1.000762429530201,18.314360316593586,7.620283019003803,0.4513951971052186,11.994135937010723,6.507605498590728,0.5582266817651494,1.565726910869418,95.297536,53.284864,11.59168,40.132608,42.283008,17.567744,73.74848,39.563264,9.347072,46.977024,2.973696,9.449472,0.0,0.0,0.0,62.0,0.0,4.0,4.0,0.0,100.0,48.0,10.0,0.0046610552763819,0.0073769841269841,0.0496428571428571,0.0048285287528005,0.2413304887509697,0.0046363636363636,0.0049526418242491,0.0097633663366336,0.0046310727496917,1685206397
1.5717287015046604,6.399046305522335,1.7130303733770498,8.314200432474724,1.000762429530201,18.31514634524069,6.5342868515316095,0.4513951971052186,11.994135937010723,6.507605498590728,0.5692836312816569,1.565726910869418,95.297536,53.284864,11.59168,40.132608,42.283008,17.854464,73.74848,39.563264,9.347072,46.977024,2.973696,9.449472,52.0,124.0,12.0,352.0,10.0,64.0,64.0,6.0,662.0,60.0,42.0,0.004695294117647,0.0079444444444444,0.0494780219780219,0.0048246114884309,0.2413304887509697,0.0046363636363636,0.0049673276428102,0.0098034872761545,0.004633644859813,1685206398
1.5717287015046604,6.399046305522335,1.7130303733770498,8.314200432474724,1.000762429530201,19.061241973124982,6.407282134548212,0.4513951971052186,10.368661130722469,6.507605498590728,0.6634169709904425,1.565726910869418,95.297536,53.284864,11.59168,40.132608,42.283008,17.854464,73.74848,39.563264,9.347072,46.977024,2.973696,9.449472,86.0,184.0,4.0,430.0,2.0,74.0,74.0,2.0,1048.0,116.0,52.0,0.004695294117647,0.007974074074074,0.0494780219780219,0.004825,0.2490238095238095,0.0046378947368421,0.0049675931401537,0.0098034872761545,0.0046339622641509,1685206399
1.5717287015046604,6.399046305522335,1.7130303733770498,8.314200432474724,1.000762429530201,19.061241973124982,6.2802774175648155,0.4513951971052186,12.70889896823076,6.507605498590728,0.6634169709904425,1.565726910869418,95.297536,53.284864,11.59168,40.132608,42.283008,17.854464,73.74848,39.563264,9.347072,46.977024,2.973696,9.449472,0.0,0.0,0.0,76.0,0.0,4.0,4.0,0.0,124.0,58.0,8.0,0.004695294117647,0.007974074074074,0.0494780219780219,0.004825,0.2490238095238095,0.0046378947368421,0.0049675931401537,0.0098034872761545,0.0046339622641509,1685206400
1.5717287015046604,6.399046305522335,1.7130303733770498,8.314200432474724,1.000762429530201,19.061241973124982,6.237277224576721,0.4513951971052186,12.70889896823076,6.507605498590728,0.6634169709904425,1.565726910869418,95.297536,53.284864,11.59168,40.132608,42.283008,17.854464,73.74848,39.563264,9.347072,46.977024,2.973696,9.449472,84.0,168.0,18.0,542.0,22.0,88.0,88.0,18.0,992.0,106.0,76.0,0.004695294117647,0.007974074074074,0.0494780219780219,0.004825,0.2490238095238095,0.0046378947368421,0.0049675931401537,0.0098034872761545,0.0046339622641509,1685206401
1.3472398849035008,6.399046305522335,1.7130303733770498,8.314200432474724,1.000762429530201,19.061241973124982,7.644951658618256,0.4513951971052186,12.70889896823076,6.507605498590728,0.6634169709904425,1.565726910869418,95.297536,53.284864,11.59168,40.132608,42.283008,17.854464,73.756672,39.563264,9.347072,46.977024,2.973696,9.449472,56.0,92.0,10.0,366.0,8.0,58.0,58.0,6.0,562.0,64.0,34.0,0.0047014084507042,0.0073516949152542,0.0488554216867469,0.0047945225758697,0.2490238095238095,0.0046378947368421,0.0049452539872128,0.0097757731958762,0.0046317380352644,1685206402
1.3745340478877697,6.399046305522335,1.7130303733770498,8.314200432474724,1.000762429530201,19.061241973124982,7.644951658618256,0.4513951971052186,12.70889896823076,6.507605498590728,0.6634169709904425,1.565726910869418,95.297536,53.284864,11.59168,40.132608,42.283008,17.854464,73.756672,39.563264,9.347072,46.977024,2.973696,9.449472,66.0,80.0,0.0,274.0,0.0,46.0,46.0,0.0,554.0,66.0,16.0,0.0047140845070422,0.0098262411347517,0.04890625,0.0048493506493506,0.2490238095238095,0.0046378947368421,0.0054153682719546,0.0102672413793103,0.004663305978898,1685206403
1.352562817548454,6.399046305522335,1.7130303733770498,8.314200432474724,1.000762429530201,19.061241973124982,7.644951658618256,0.4513951971052186,12.70889896823076,5.635098291367177,0.6634169709904425,1.565726910869418,95.072256,53.284864,11.59168,40.132608,42.283008,17.854464,73.756672,39.563264,9.347072,46.977024,2.973696,9.449472,52.0,96.0,0.0,218.0,0.0,46.0,46.0,0.0,614.0,86.0,26.0,0.0047140845070422,0.0097695035460992,0.04890625,0.0048484167517875,0.2460915492957746,0.0046349514563106,0.0054065155807365,0.0102672413793103,0.0046621403912543,1685206404
1.5849623204588443,6.399046305522335,1.357470718235388,8.314200432474724,1.000762429530201,19.061241973124982,7.644951658618256,0.4513951971052186,12.70889896823076,6.507933670296993,0.6374142094017078,1.565726910869418,95.072256,53.284864,11.59168,40.132608,42.283008,17.854464,73.756672,39.563264,9.347072,46.977024,2.965504,9.449472,54.0,84.0,8.0,270.0,4.0,62.0,62.0,4.0,384.0,44.0,24.0,0.0047140845070422,0.0097695035460992,0.04890625,0.0048484167517875,0.2460915492957746,0.0046349514563106,0.0054065155807365,0.0102672413793103,0.0046621403912543,1685206405
1.5849623204588443,7.10433840765108,1.6185575369200695,6.688495254232646,1.000762429530201,19.061241973124982,7.644951658618256,0.4513951971052186,12.70889896823076,6.507933670296993,0.6374142094017078,1.257440371146146,95.072256,53.284864,11.59168,40.132608,42.283008,17.854464,73.756672,39.563264,9.347072,46.977024,2.965504,9.187328,80.0,90.0,0.0,374.0,0.0,58.0,58.0,0.0,492.0,54.0,16.0,0.0047140845070422,0.0097695035460992,0.04890625,0.0048484167517875,0.2460915492957746,0.0046349514563106,0.0054065155807365,0.0102672413793103,0.0046621403912543,1685206406
1.5849623204588443,7.10433840765108,1.6185575369200695,6.827233371289092,0.9644356322640372,19.061241973124982,7.644951658618256,0.4513951971052186,12.70889896823076,6.507933670296993,0.6374142094017078,1.2830984050145775,95.072256,53.284864,11.59168,40.132608,42.283008,17.854464,73.756672,39.563264,9.347072,46.977024,2.965504,9.187328,25.937,63.976,3.988,203.427,3.988,36.0,36.0,1.988,313.117,26.0,13.976,0.0047102744097,0.007091298287734,0.049,0.0048018245054481,0.2460915492957746,0.0046349514563106,0.0049537908556887,0.0097512613521695,0.0046574945982041,1685206407
1.5849623204588443,7.10433840765108,1.6185575369200695,6.965971488345536,0.9644356322640372,19.061241973124982,7.644951658618256,0.422569639320958,12.70889896823076,6.507933670296993,0.6374142094017078,1.3087564388830095,95.072256,53.284864,11.59168,40.132608,42.283008,17.854464,73.756672,39.538688,9.347072,46.977024,2.965504,9.187328,138.45,186.338,0.0,593.882,0.0,80.139,78.0,0.0,880.706,124.0,14.0,0.0047012895662368,0.0064775415567902,0.0489210526315789,0.004788286451332,0.2460915492957746,0.0046349514563106,0.0049373771296507,0.009710351377018,0.0046545478988173,1685206408
1.5849623204588443,7.10433840765108,1.6185575369200695,6.098372673333062,0.7344090288321025,19.061241973124982,7.644951658618256,0.3740526591449835,12.70889896823076,6.507933670296993,0.6374142094017078,1.5394820321059035,95.072256,53.284864,11.59168,40.132608,42.283008,17.854464,73.756672,39.538688,9.347072,46.977024,2.965504,9.187328,98.0,112.0,4.0,272.0,4.0,74.0,74.0,4.0,744.0,96.0,32.0,0.0047012895662368,0.0065075187969924,0.0489210526315789,0.0047885598923283,0.2454710144927536,0.0046,0.0049349983697424,0.009710351377018,0.0046550588235294,1685206409
1.5849623204588443,7.10433840765108,1.6470747665340384,6.098372673333062,0.7502592413202956,19.061241973124982,7.644951658618256,0.3740526591449835,11.983282448032236,5.705855404079956,0.6374142094017078,1.5394820321059035,95.072256,53.284864,11.337728,40.132608,42.283008,17.854464,73.756672,39.538688,9.781248,46.977024,2.965504,9.187328,84.0,144.0,8.0,404.0,8.0,72.0,72.0,8.0,760.0,96.0,46.0,0.0047012895662368,0.0065074767719301,0.0489210526315789,0.0047885594186003,0.2454710144927536,0.0046,0.0049349978795584,0.009710351377018,0.0046550577348025,1685206410
1.5849623204588443,6.137631773066473,1.6470747665340384,6.098372673333062,0.7661094538084887,19.061241973124982,7.644951658618256,0.3740526591449835,11.983282448032236,6.576449433695599,0.6374142094017078,1.5394820321059035,95.072256,53.260288,11.337728,40.132608,42.283008,17.854464,73.756672,39.538688,9.781248,46.977024,2.965504,9.187328,64.0,80.0,4.0,288.0,4.0,68.0,68.0,4.0,482.0,54.0,32.0,0.0047012895662368,0.0065075187969924,0.0489210526315789,0.0047885598923283,0.2454710144927536,0.0046,0.0049349983697424,0.009710351377018,0.0046550588235294,1685206411
